procedureID,State,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",SC,2865,17926.61,4576.95,3632.17
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",SD,462,13473.96,4631.97,3789.32
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",TN,4108,14221.17,4154.12,3235.72
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",TX,11674,20122.18,4585.70,3645.79
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",UT,610,11635.81,4729.48,3367.28
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",VA,4038,14194.45,4415.89,3407.38
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",VT,183,11481.46,6101.28,4871.94
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",WA,1913,17259.96,5018.82,3996.13
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",WI,2250,13491.71,4733.03,3710.04
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",WV,1292,9768.47,4195.78,3386.55
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",WY,227,14104.56,6060.03,5143.42
682 - RENAL FAILURE W MCC,AK,91,46504.15,17589.07,15693.99
682 - RENAL FAILURE W MCC,AL,2108,37977.60,9701.51,8527.23
682 - RENAL FAILURE W MCC,AR,1150,30577.98,10070.84,9190.01
682 - RENAL FAILURE W MCC,AZ,1421,41421.57,11458.43,10288.05
682 - RENAL FAILURE W MCC,CA,7475,71601.75,14584.73,13714.09
682 - RENAL FAILURE W MCC,CO,766,47673.68,11456.45,10275.89
682 - RENAL FAILURE W MCC,CT,1403,35897.57,13890.11,12774.00
682 - RENAL FAILURE W MCC,DC,427,40825.50,15540.97,14591.72
682 - RENAL FAILURE W MCC,DE,379,30156.58,12066.44,10793.95
682 - RENAL FAILURE W MCC,FL,7717,48667.42,10509.21,9507.07
682 - RENAL FAILURE W MCC,GA,3662,32248.52,10610.57,9579.69
682 - RENAL FAILURE W MCC,HI,183,34734.99,14650.36,13640.71
682 - RENAL FAILURE W MCC,IA,915,30191.58,10228.14,9198.78
682 - RENAL FAILURE W MCC,ID,281,26068.85,11187.97,10083.28
682 - RENAL FAILURE W MCC,IL,5007,40660.07,11732.06,10608.29
682 - RENAL FAILURE W MCC,IN,2773,30673.29,10688.21,9377.47
682 - RENAL FAILURE W MCC,KS,985,37162.44,10086.82,9127.56
682 - RENAL FAILURE W MCC,KY,2236,28004.23,10193.31,9343.25
682 - RENAL FAILURE W MCC,LA,2029,33937.96,10215.13,9208.88
682 - RENAL FAILURE W MCC,MA,2421,22295.44,12727.67,11873.23
682 - RENAL FAILURE W MCC,MD,2057,16328.86,15373.25,14400.86
682 - RENAL FAILURE W MCC,ME,357,25645.42,11367.03,10316.54
682 - RENAL FAILURE W MCC,MI,4720,26986.51,11891.05,11029.51
682 - RENAL FAILURE W MCC,MN,1077,33267.20,12308.49,11176.27
682 - RENAL FAILURE W MCC,MO,2653,33313.79,10211.53,9332.13
682 - RENAL FAILURE W MCC,MS,1386,35040.79,10511.42,9300.85
682 - RENAL FAILURE W MCC,MT,153,25292.13,11248.54,9468.10
682 - RENAL FAILURE W MCC,NC,4450,26543.95,11405.50,10432.45
682 - RENAL FAILURE W MCC,ND,260,21844.50,10517.62,9652.42
682 - RENAL FAILURE W MCC,NE,480,36532.56,11043.55,10228.92
682 - RENAL FAILURE W MCC,NH,341,29042.65,11452.91,10662.33
682 - RENAL FAILURE W MCC,NJ,3493,81067.29,12612.62,11743.17
682 - RENAL FAILURE W MCC,NM,415,31117.64,11995.35,10793.43
682 - RENAL FAILURE W MCC,NV,696,72954.18,11958.27,10747.99
682 - RENAL FAILURE W MCC,NY,5751,42299.00,15553.09,14436.35
682 - RENAL FAILURE W MCC,OH,4722,32492.92,10479.16,9601.11
682 - RENAL FAILURE W MCC,OK,1367,36048.42,10609.41,9471.20
682 - RENAL FAILURE W MCC,OR,648,28976.20,11658.33,10600.76
682 - RENAL FAILURE W MCC,PA,4854,43007.08,11150.43,10053.78
682 - RENAL FAILURE W MCC,RI,248,34878.56,13088.84,11699.33
682 - RENAL FAILURE W MCC,SC,2128,37141.44,10850.76,9704.85
682 - RENAL FAILURE W MCC,SD,178,39175.44,11306.54,10540.31
682 - RENAL FAILURE W MCC,TN,3301,30110.52,9864.86,8831.16
682 - RENAL FAILURE W MCC,TX,8433,43918.42,10837.70,9835.46
682 - RENAL FAILURE W MCC,UT,385,26488.74,10684.90,8817.34
682 - RENAL FAILURE W MCC,VA,3333,30110.22,10390.56,9243.70
682 - RENAL FAILURE W MCC,VT,68,22720.13,14152.81,13315.22
682 - RENAL FAILURE W MCC,WA,1711,36664.66,11858.26,10869.01
682 - RENAL FAILURE W MCC,WI,1391,29419.49,11180.64,9982.47
682 - RENAL FAILURE W MCC,WV,825,22924.14,10072.49,9143.35
682 - RENAL FAILURE W MCC,WY,55,35119.76,14625.73,13512.07
683 - RENAL FAILURE W CC,AK,168,28602.02,10800.15,9724.55
683 - RENAL FAILURE W CC,AL,2791,24323.87,6003.93,4934.04
683 - RENAL FAILURE W CC,AR,1685,18691.24,6038.32,5165.68
683 - RENAL FAILURE W CC,AZ,2417,27054.26,7044.55,6001.68
683 - RENAL FAILURE W CC,CA,9456,47690.83,8957.49,7967.69
683 - RENAL FAILURE W CC,CO,1317,28235.24,6780.69,5765.74
683 - RENAL FAILURE W CC,CT,2311,22173.53,8399.42,7371.53
683 - RENAL FAILURE W CC,DC,590,25401.96,9052.64,8013.38
683 - RENAL FAILURE W CC,DE,650,17622.58,7316.88,6310.28
683 - RENAL FAILURE W CC,FL,11281,31754.92,6339.68,5425.56
683 - RENAL FAILURE W CC,GA,5113,20699.96,6500.55,5514.74
683 - RENAL FAILURE W CC,HI,253,21866.03,9617.68,8124.09
683 - RENAL FAILURE W CC,IA,1521,16716.67,6274.43,5273.76
683 - RENAL FAILURE W CC,ID,394,16433.85,6563.50,5559.31
683 - RENAL FAILURE W CC,IL,7302,24653.94,7059.94,6079.48
683 - RENAL FAILURE W CC,IN,3902,19597.54,6493.15,5386.55
683 - RENAL FAILURE W CC,KS,1540,23183.44,6301.71,5293.92
683 - RENAL FAILURE W CC,KY,3273,16895.03,6340.89,5394.57
683 - RENAL FAILURE W CC,LA,2847,22437.63,6287.09,5387.62
683 - RENAL FAILURE W CC,MA,4241,14093.74,7791.10,6946.35
683 - RENAL FAILURE W CC,MD,3730,9281.17,8741.69,7841.94
683 - RENAL FAILURE W CC,ME,697,15254.30,6821.10,5888.60
683 - RENAL FAILURE W CC,MI,6188,16591.90,7320.37,6428.22
683 - RENAL FAILURE W CC,MN,1915,19477.16,7334.43,6326.66
683 - RENAL FAILURE W CC,MO,3564,21069.79,6312.07,5379.01
683 - RENAL FAILURE W CC,MS,1980,21615.54,6183.69,5390.31
683 - RENAL FAILURE W CC,MT,351,14871.68,6430.00,5524.25
683 - RENAL FAILURE W CC,NC,6150,16698.74,6945.94,6039.27
683 - RENAL FAILURE W CC,ND,386,12206.55,6566.56,5609.43
683 - RENAL FAILURE W CC,NE,760,21597.69,6579.24,5588.99
683 - RENAL FAILURE W CC,NH,571,18182.77,6871.58,5973.82
683 - RENAL FAILURE W CC,NJ,5225,52383.57,7684.92,6826.85
683 - RENAL FAILURE W CC,NM,602,22082.27,7308.93,6184.89
683 - RENAL FAILURE W CC,NV,977,43985.37,7549.36,6175.85
683 - RENAL FAILURE W CC,NY,8435,27538.09,9193.92,8217.42
683 - RENAL FAILURE W CC,OH,7045,19956.02,6483.26,5591.48
683 - RENAL FAILURE W CC,OK,2149,20585.11,6392.52,5435.32
683 - RENAL FAILURE W CC,OR,798,17661.05,7469.48,6196.10
683 - RENAL FAILURE W CC,PA,7458,29127.08,7029.86,6083.96
683 - RENAL FAILURE W CC,RI,513,21218.35,8038.86,6967.15
683 - RENAL FAILURE W CC,SC,3279,24269.91,6646.29,5582.43
683 - RENAL FAILURE W CC,SD,376,22070.87,7329.44,6132.05
683 - RENAL FAILURE W CC,TN,4371,19307.46,6062.97,5132.04
683 - RENAL FAILURE W CC,TX,11571,29096.60,6707.10,5682.17
683 - RENAL FAILURE W CC,UT,571,16522.89,6692.95,5268.29
683 - RENAL FAILURE W CC,VA,4810,19865.17,6379.04,5378.39
683 - RENAL FAILURE W CC,VT,181,13193.11,8762.09,7826.73
683 - RENAL FAILURE W CC,WA,2403,22975.53,7299.39,6244.86
683 - RENAL FAILURE W CC,WI,2364,18293.08,6867.37,5890.96
683 - RENAL FAILURE W CC,WV,1457,13635.78,6147.44,5311.77
683 - RENAL FAILURE W CC,WY,134,17990.71,8942.75,7825.74
684 - RENAL FAILURE W/O CC/MCC,AK,36,17656.47,7273.08,6052.25
684 - RENAL FAILURE W/O CC/MCC,AL,573,15568.61,3884.56,2829.01
684 - RENAL FAILURE W/O CC/MCC,AR,311,11577.98,3938.36,3078.22
684 - RENAL FAILURE W/O CC/MCC,AZ,429,18831.18,4546.43,3592.11
684 - RENAL FAILURE W/O CC/MCC,CA,1449,31863.67,5639.69,4633.85
684 - RENAL FAILURE W/O CC/MCC,CO,256,17877.70,4392.04,3393.38
684 - RENAL FAILURE W/O CC/MCC,CT,416,15110.33,5397.21,4279.60
684 - RENAL FAILURE W/O CC/MCC,DC,112,14824.15,5713.29,4479.99
684 - RENAL FAILURE W/O CC/MCC,DE,97,12787.85,4675.04,3735.68
684 - RENAL FAILURE W/O CC/MCC,FL,2109,21357.89,4190.91,3156.81
684 - RENAL FAILURE W/O CC/MCC,GA,875,14431.04,4337.40,3214.26
684 - RENAL FAILURE W/O CC/MCC,HI,57,16466.74,6190.42,4625.84
684 - RENAL FAILURE W/O CC/MCC,IA,287,11550.64,4053.47,3062.32
684 - RENAL FAILURE W/O CC/MCC,ID,63,10431.94,4155.81,3064.44
684 - RENAL FAILURE W/O CC/MCC,IL,1276,16458.95,4542.48,3569.21
684 - RENAL FAILURE W/O CC/MCC,IN,769,13123.83,4049.88,3154.71
684 - RENAL FAILURE W/O CC/MCC,KS,283,15495.23,3923.29,3065.41
684 - RENAL FAILURE W/O CC/MCC,KY,657,11514.27,3987.50,3107.42
684 - RENAL FAILURE W/O CC/MCC,LA,508,13762.84,4133.28,3187.66
684 - RENAL FAILURE W/O CC/MCC,MA,823,10109.85,5166.52,4201.82
684 - RENAL FAILURE W/O CC/MCC,MD,1052,6298.22,5935.48,5014.72
684 - RENAL FAILURE W/O CC/MCC,ME,99,10503.02,4354.09,3432.76
684 - RENAL FAILURE W/O CC/MCC,MI,1111,11473.40,4694.04,3820.47
684 - RENAL FAILURE W/O CC/MCC,MN,300,12166.33,4677.09,3630.44
684 - RENAL FAILURE W/O CC/MCC,MO,695,14027.10,4193.82,3247.70
684 - RENAL FAILURE W/O CC/MCC,MS,451,13862.77,4043.35,3055.76
684 - RENAL FAILURE W/O CC/MCC,MT,55,8867.87,4085.69,3184.75
684 - RENAL FAILURE W/O CC/MCC,NC,1020,11446.38,4489.20,3467.82
684 - RENAL FAILURE W/O CC/MCC,ND,65,6661.03,4209.34,3227.23
684 - RENAL FAILURE W/O CC/MCC,NE,134,14973.84,4415.06,3302.01
684 - RENAL FAILURE W/O CC/MCC,NH,99,12359.39,4530.65,3296.68
684 - RENAL FAILURE W/O CC/MCC,NJ,988,34872.45,5003.48,4064.66
684 - RENAL FAILURE W/O CC/MCC,NM,135,12929.90,4846.49,3970.37
684 - RENAL FAILURE W/O CC/MCC,NV,199,27953.22,4814.73,3704.66
684 - RENAL FAILURE W/O CC/MCC,NY,1821,17312.31,5832.31,4857.31
684 - RENAL FAILURE W/O CC/MCC,OH,1349,13126.12,4215.19,3312.58
684 - RENAL FAILURE W/O CC/MCC,OK,489,13645.74,4086.43,3147.58
684 - RENAL FAILURE W/O CC/MCC,OR,156,13318.06,4815.93,3795.74
684 - RENAL FAILURE W/O CC/MCC,PA,1350,20652.66,4568.70,3585.02
684 - RENAL FAILURE W/O CC/MCC,RI,100,15176.63,5213.56,4248.06
684 - RENAL FAILURE W/O CC/MCC,SC,575,17132.18,4215.90,3155.06
684 - RENAL FAILURE W/O CC/MCC,SD,69,15176.30,4815.30,3674.36
684 - RENAL FAILURE W/O CC/MCC,TN,697,12849.46,3946.59,2951.40
684 - RENAL FAILURE W/O CC/MCC,TX,2101,19435.92,4350.75,3286.06
684 - RENAL FAILURE W/O CC/MCC,UT,99,11345.00,4425.99,3196.98
684 - RENAL FAILURE W/O CC/MCC,VA,828,13495.07,4213.27,3119.62
684 - RENAL FAILURE W/O CC/MCC,VT,33,10307.76,5517.73,4665.97
684 - RENAL FAILURE W/O CC/MCC,WA,400,15767.30,4718.45,3614.89
684 - RENAL FAILURE W/O CC/MCC,WI,386,12045.49,4308.56,3362.49
684 - RENAL FAILURE W/O CC/MCC,WV,277,9156.25,3949.58,3066.39
684 - RENAL FAILURE W/O CC/MCC,WY,35,12673.00,6011.17,5049.11
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,AK,43,32943.12,12956.49,12092.72
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,AL,1448,25302.45,6951.65,5995.82
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,AR,813,20655.93,6990.33,6151.57
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,AZ,894,29949.21,8266.07,7397.03
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,CA,5220,51095.39,10222.46,9360.81
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,CO,554,30601.99,7640.90,6742.38
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,CT,1257,24065.62,9588.46,8614.25
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,DC,198,35176.07,11131.77,10214.97
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,DE,321,20036.81,8694.91,7762.73
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,FL,5587,36867.51,7469.40,6643.29
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,GA,2176,25083.38,7502.69,6602.46
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,HI,85,34879.46,12555.71,11228.46
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,IA,539,18036.73,7087.09,6160.94
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,ID,102,16948.34,7728.41,6724.76
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,IL,3662,28548.66,8132.40,7280.52
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,IN,1864,20790.75,7290.61,6365.26
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,KS,488,24111.02,7081.53,6233.87
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,KY,1663,19879.35,7238.48,6426.11
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,LA,1600,26121.97,7366.63,6501.38
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,MA,2315,15797.00,8895.08,8095.01
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,MD,1451,11302.34,10636.04,9752.56
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,ME,175,18252.41,8320.38,7482.62
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,MI,3125,18245.80,8304.20,7479.13
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,MN,619,22060.63,8224.05,7427.91
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,MO,1565,23914.15,7273.21,6453.38
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,MS,1203,25538.67,7236.76,6432.92
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,MT,125,14821.30,7491.36,6724.98
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NC,2922,19227.17,8121.98,7296.62
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,ND,124,13594.69,7526.02,6763.05
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NE,302,22926.11,7380.42,6390.96
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NH,212,20642.56,8470.58,7042.61
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NJ,2784,58543.96,8886.55,8025.86
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NM,305,22187.55,8474.43,7744.15
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NV,294,47440.76,8634.82,7677.30
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NY,3756,32595.66,10942.40,9997.56
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,OH,3086,21963.48,7392.86,6556.94
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,OK,765,22824.68,7465.09,6546.27
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,OR,366,17913.44,8166.22,7163.10
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,PA,3419,32527.58,7837.89,7023.20
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,RI,225,26049.09,9460.96,8700.87
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,SC,1418,29768.86,7825.20,6898.62
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,SD,114,26183.22,8698.48,7818.19
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,TN,2536,22139.93,6904.32,6057.95
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,TX,6127,34031.76,7784.36,6851.44
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,UT,245,16624.93,7107.78,5996.65
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,VA,2137,20443.38,7344.90,6348.23
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,VT,68,15124.87,10944.60,9293.26
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,WA,1102,23956.62,8373.82,7310.90
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,WI,786,20344.50,7943.83,7066.34
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,WV,592,18034.59,7438.76,6570.98
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,WY,53,25376.40,10510.74,9703.92
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,AK,207,18661.00,7977.67,7025.19
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,AL,4639,16963.63,4496.79,3555.06
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,AR,2797,13625.66,4573.72,3693.56
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,AZ,2859,20862.19,5558.56,4571.50
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,CA,14416,35843.22,6720.15,5804.43
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,CO,1848,20104.85,5063.30,4106.51
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,CT,3030,17903.60,6301.72,5445.90
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,DC,594,21712.47,6900.86,5958.79
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,DE,755,13524.07,5966.90,4882.67
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,FL,16416,25549.83,4913.20,4016.43
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,GA,5932,16426.82,4869.14,3919.11
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,HI,266,18267.36,7216.57,5941.14
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,IA,1632,13292.49,4863.58,3857.69
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,ID,366,11932.33,4932.63,3861.26
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,IL,10603,19512.00,5416.28,4411.62
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,IN,5298,15109.90,4802.90,3870.73
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,KS,1617,16287.00,4754.80,3832.49
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,KY,4356,13466.19,4783.48,3903.33
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,LA,4621,16851.71,4792.17,3905.63
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,MA,6474,11733.48,5947.30,5084.16
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,MD,5304,7427.26,6991.40,6128.80
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,ME,788,12063.38,5269.88,4298.70
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,MI,7043,12880.21,5488.68,4625.64
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,MN,2285,14369.18,5429.56,4448.65
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,MO,4554,16004.22,4810.29,3934.58
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,MS,3247,16178.01,4671.21,3807.30
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,MT,361,10700.49,5006.58,4067.29
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NC,6348,14053.21,5324.48,4414.20
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,ND,265,9212.05,5183.51,4070.77
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NE,959,16247.31,5059.99,4034.15
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NH,812,14474.77,5062.40,4170.70
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NJ,7470,40330.14,5797.68,4898.04
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NM,1013,15774.99,5768.40,4803.03
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NV,1261,29951.72,5506.81,4349.63
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NY,12529,21433.44,7036.24,6101.39
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,OH,8683,14553.63,4876.09,3966.21
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,OK,3052,15402.32,4777.90,3911.08
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,OR,859,13263.37,5484.09,4492.86
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,PA,9289,23342.74,5300.73,4357.47
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,RI,874,17886.08,5913.61,4974.17
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,SC,3711,19505.67,5028.12,4091.71
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,SD,434,15207.57,5425.20,4553.77
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,TN,6318,15493.01,4585.05,3688.49
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,TX,17500,22468.04,5088.76,4161.43
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,UT,673,12693.64,4941.77,3833.79
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,VA,5628,15197.51,4911.90,3901.90
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,VT,249,10345.19,6482.80,5587.24
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,WA,2680,18017.70,5488.02,4515.59
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,WI,2720,14119.38,5209.07,4252.85
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,WV,2240,10256.75,4700.69,3823.82
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,WY,238,15305.69,6971.41,5944.12
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,AK,16,43419.56,15337.06,14639.56
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,AL,580,37459.29,9700.55,8640.11
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,AR,285,29469.17,9516.78,8427.86
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,AZ,474,47226.96,12313.80,10744.26
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,CA,2336,73196.94,14735.03,13841.58
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,CO,369,49265.95,10823.78,9687.90
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,CT,464,38132.50,13901.02,12989.78
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,DC,102,51614.94,14860.49,13616.36
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,DE,71,33472.06,13998.17,13140.49
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,FL,1825,50631.83,11253.71,10181.44
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,GA,710,35478.95,10876.44,9516.30
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,HI,41,27543.07,13381.93,11812.98
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,IA,289,26332.23,9840.96,8905.03
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,ID,65,25964.03,11031.51,10379.49
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,IL,1722,38855.18,11345.56,10492.44
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,IN,716,30202.82,10741.08,9168.73
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,KS,223,34779.05,9956.77,8629.70
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,KY,435,29813.50,10662.72,9579.45
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,LA,484,42307.56,11050.84,9631.26
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,MA,586,24585.79,12670.30,11913.24
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,MD,596,18684.58,17597.27,16291.65
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,ME,199,24646.56,10963.03,9940.35
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,MI,1381,26372.08,11840.35,10811.34
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,MN,440,32121.77,13749.95,12349.09
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,MO,826,35108.71,10284.33,9195.74
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,MS,371,34383.18,9742.83,8914.59
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,MT,52,20559.73,9676.75,8703.92
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,NC,1207,25998.81,11608.45,10695.29
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,ND,108,21757.35,10914.74,9413.07
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,NE,131,33344.93,10412.27,9460.77
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,NH,119,33307.90,12292.07,11003.50
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,NJ,995,76537.29,12544.18,11537.08
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,NM,94,31816.55,13175.50,12416.73
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,NV,111,65537.80,12132.50,10727.85
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,NY,1555,42480.88,14916.29,13744.52
